# Logger: CSVLogger | Started: Fri Sep 26 15:20:21 2025
partition,stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras,__topic__
observed,temp-1,temp-1-1758915419357,1758915419.3572667,1758915419.3572667,1758915419.3572667,float,C,15.549586461730144,,,,,observed,SimulatedDroppingStream,{'ground_truth': 15.549586461730144},observed.temp-1
reconstructed,temp-1,temp-1-1758915419357,1758915419.3572667,1758915419.3572667,1758915419.3572667,float,C,15.549586461730144,16.65070342247678,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 15.549586461730144},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915726356,1758915726.3562298,1758915726.3562298,1758915726.3562298,float,C,21.453243003024227,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.453243003024227},groundtruth.temp-1
observed,temp-1,temp-1-1758915420362,1758915420.3622737,1758915420.3622737,1758915420.3622737,float,C,23.65238995688792,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.65238995688792},observed.temp-1
reconstructed,temp-1,temp-1-1758915420362,1758915420.3622737,1758915420.3622737,1758915420.3622737,float,C,23.65238995688792,22.47768841426068,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.65238995688792},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915728351,1758915728.3510551,1758915728.3510551,1758915728.3510551,float,C,28.924331898735623,,,,,groundtruth,GroundTruthStream,{'ground_truth': 28.924331898735623},groundtruth.temp-1
observed,temp-1,temp-1-1758915421352,1758915421.3526666,1758915421.3526666,1758915421.3526666,float,C,23.40356494407289,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.40356494407289},observed.temp-1
reconstructed,temp-1,temp-1-1758915421352,1758915421.3526666,1758915421.3526666,1758915421.3526666,float,C,23.40356494407289,23.95626205474079,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.40356494407289},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915729360,1758915729.360869,1758915729.360869,1758915729.360869,float,C,19.11420525411411,,,,,groundtruth,GroundTruthStream,{'ground_truth': 19.11420525411411},groundtruth.temp-1
observed,temp-1,temp-1-1758915422368,1758915422.3683207,1758915422.3683207,1758915422.3683207,float,C,20.93587219549148,,,,,observed,SimulatedDroppingStream,{'ground_truth': 20.93587219549148},observed.temp-1
reconstructed,temp-1,temp-1-1758915422368,1758915422.3683207,1758915422.3683207,1758915422.3683207,float,C,20.93587219549148,21.790344186196055,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 20.93587219549148},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915730349,1758915730.3490758,1758915730.3490758,1758915730.3490758,float,C,29.819101731143313,,,,,groundtruth,GroundTruthStream,{'ground_truth': 29.819101731143313},groundtruth.temp-1
observed,temp-1,temp-1-1758915423352,1758915423.3524072,1758915423.3524072,1758915423.3524072,float,C,22.640327828212254,,,,,observed,SimulatedDroppingStream,{'ground_truth': 22.640327828212254},observed.temp-1
reconstructed,temp-1,temp-1-1758915423352,1758915423.3524072,1758915423.3524072,1758915423.3524072,float,C,22.640327828212254,22.39330814199605,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 22.640327828212254},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915731351,1758915731.3511558,1758915731.3511558,1758915731.3511558,float,C,26.4185730427941,,,,,groundtruth,GroundTruthStream,{'ground_truth': 26.4185730427941},groundtruth.temp-1
observed,temp-1,temp-1-1758915424363,1758915424.3630724,1758915424.3630724,1758915424.3630724,float,C,21.111938596849484,,,,,observed,SimulatedDroppingStream,{'ground_truth': 21.111938596849484},observed.temp-1
reconstructed,temp-1,temp-1-1758915424363,1758915424.3630724,1758915424.3630724,1758915424.3630724,float,C,21.111938596849484,21.246089553424024,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 21.111938596849484},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915732349,1758915732.349587,1758915732.349587,1758915732.349587,float,C,22.511678402003106,,,,,groundtruth,GroundTruthStream,{'ground_truth': 22.511678402003106},groundtruth.temp-1
observed,temp-1,temp-1-1758915425352,1758915425.3525574,1758915425.3525574,1758915425.3525574,float,C,25.137266520580944,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.137266520580944},observed.temp-1
reconstructed,temp-1,temp-1-1758915425352,1758915425.3525574,1758915425.3525574,1758915425.3525574,float,C,25.137266520580944,24.451583724429614,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.137266520580944},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915733350,1758915733.3504055,1758915733.3504055,1758915733.3504055,float,C,20.390694734431516,,,,,groundtruth,GroundTruthStream,{'ground_truth': 20.390694734431516},groundtruth.temp-1
observed,temp-1,temp-1-1758915426353,1758915426.3530018,1758915426.3530018,1758915426.3530018,float,C,24.401592741851967,,,,,observed,SimulatedDroppingStream,{'ground_truth': 24.401592741851967},observed.temp-1
reconstructed,temp-1,temp-1-1758915426353,1758915426.3530018,1758915426.3530018,1758915426.3530018,float,C,24.401592741851967,24.727860987473544,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 24.401592741851967},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915735363,1758915735.363913,1758915735.363913,1758915735.363913,float,C,24.326528775150013,,,,,groundtruth,GroundTruthStream,{'ground_truth': 24.326528775150013},groundtruth.temp-1
observed,temp-1,temp-1-1758915427362,1758915427.362027,1758915427.362027,1758915427.362027,float,C,25.683746683150737,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.683746683150737},observed.temp-1
reconstructed,temp-1,temp-1-1758915427362,1758915427.362027,1758915427.362027,1758915427.362027,float,C,25.683746683150737,25.707577076249066,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.683746683150737},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915736364,1758915736.3643696,1758915736.3643696,1758915736.3643696,float,C,26.319457295199648,,,,,groundtruth,GroundTruthStream,{'ground_truth': 26.319457295199648},groundtruth.temp-1
observed,temp-1,temp-1-1758915428358,1758915428.3587883,1758915428.3587883,1758915428.3587883,float,C,25.272099863056077,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.272099863056077},observed.temp-1
reconstructed,temp-1,temp-1-1758915428358,1758915428.3587883,1758915428.3587883,1758915428.3587883,float,C,25.272099863056077,25.47420291824854,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.272099863056077},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915737362,1758915737.3627238,1758915737.3627238,1758915737.3627238,float,C,19.74637792895681,,,,,groundtruth,GroundTruthStream,{'ground_truth': 19.74637792895681},groundtruth.temp-1
observed,temp-1,temp-1-1758915429358,1758915429.358155,1758915429.358155,1758915429.358155,float,C,23.2719897721585,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.2719897721585},observed.temp-1
reconstructed,temp-1,temp-1-1758915429358,1758915429.358155,1758915429.358155,1758915429.358155,float,C,23.2719897721585,23.545184039602994,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.2719897721585},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915738348,1758915738.3487194,1758915738.3487194,1758915738.3487194,float,C,25.7163072801257,,,,,groundtruth,GroundTruthStream,{'ground_truth': 25.7163072801257},groundtruth.temp-1
observed,temp-1,temp-1-1758915430352,1758915430.3529837,1758915430.3529837,1758915430.3529837,float,C,22.853588344543,,,,,observed,SimulatedDroppingStream,{'ground_truth': 22.853588344543},observed.temp-1
reconstructed,temp-1,temp-1-1758915430352,1758915430.3529837,1758915430.3529837,1758915430.3529837,float,C,22.853588344543,22.663297692600853,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 22.853588344543},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915739351,1758915739.3518062,1758915739.3518062,1758915739.3518062,float,C,18.507005270885628,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.507005270885628},groundtruth.temp-1
observed,temp-1,temp-1-1758915431353,1758915431.3537762,1758915431.3537762,1758915431.3537762,float,C,24.165620204713093,,,,,observed,SimulatedDroppingStream,{'ground_truth': 24.165620204713093},observed.temp-1
reconstructed,temp-1,temp-1-1758915431353,1758915431.3537762,1758915431.3537762,1758915431.3537762,float,C,24.165620204713093,23.743123739419612,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 24.165620204713093},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915740353,1758915740.3532019,1758915740.3532019,1758915740.3532019,float,C,28.305590753256585,,,,,groundtruth,GroundTruthStream,{'ground_truth': 28.305590753256585},groundtruth.temp-1
observed,temp-1,temp-1-1758915432352,1758915432.3520298,1758915432.3520298,1758915432.3520298,float,C,23.636426982296303,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.636426982296303},observed.temp-1
reconstructed,temp-1,temp-1-1758915432352,1758915432.3520298,1758915432.3520298,1758915432.3520298,float,C,23.636426982296303,23.71645107146509,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.636426982296303},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915741357,1758915741.3573027,1758915741.3573027,1758915741.3573027,float,C,27.290471923148743,,,,,groundtruth,GroundTruthStream,{'ground_truth': 27.290471923148743},groundtruth.temp-1
observed,temp-1,temp-1-1758915433358,1758915433.358559,1758915433.358559,1758915433.358559,float,C,26.78341101814978,,,,,observed,SimulatedDroppingStream,{'ground_truth': 26.78341101814978},observed.temp-1
reconstructed,temp-1,temp-1-1758915433358,1758915433.358559,1758915433.358559,1758915433.358559,float,C,26.78341101814978,26.43349605739697,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 26.78341101814978},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915743351,1758915743.3518384,1758915743.3518384,1758915743.3518384,float,C,20.611960459838237,,,,,groundtruth,GroundTruthStream,{'ground_truth': 20.611960459838237},groundtruth.temp-1
observed,temp-1,temp-1-1758915434355,1758915434.355776,1758915434.355776,1758915434.355776,float,C,21.193254305030347,,,,,observed,SimulatedDroppingStream,{'ground_truth': 21.193254305030347},observed.temp-1
reconstructed,temp-1,temp-1-1758915434355,1758915434.355776,1758915434.355776,1758915434.355776,float,C,21.193254305030347,22.237598794586717,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 21.193254305030347},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915744355,1758915744.3554652,1758915744.3554652,1758915744.3554652,float,C,21.46335946688629,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.46335946688629},groundtruth.temp-1
observed,temp-1,temp-1-1758915435347,1758915435.347659,1758915435.3573818,1758915435.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915435347,1758915435.347659,1758915435.3573818,1758915435.347659,float,C,19.192965876896565,19.192965876896565,KalmanFilter,0.5974377304034099,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915745362,1758915745.3624744,1758915745.3624744,1758915745.3624744,float,C,28.6683070711628,,,,,groundtruth,GroundTruthStream,{'ground_truth': 28.6683070711628},groundtruth.temp-1
observed,temp-1,temp-1-1758915436350,1758915436.350152,1758915436.350152,1758915436.350152,float,C,24.613644961991977,,,,,observed,SimulatedDroppingStream,{'ground_truth': 24.613644961991977},observed.temp-1
reconstructed,temp-1,temp-1-1758915436350,1758915436.350152,1758915436.350152,1758915436.350152,float,C,24.613644961991977,24.296797347709703,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 24.613644961991977},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915746363,1758915746.3630612,1758915746.3630612,1758915746.3630612,float,C,25.478675799090055,,,,,groundtruth,GroundTruthStream,{'ground_truth': 25.478675799090055},groundtruth.temp-1
observed,temp-1,temp-1-1758915437352,1758915437.3527548,1758915437.3527548,1758915437.3527548,float,C,25.03269639480984,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.03269639480984},observed.temp-1
reconstructed,temp-1,temp-1-1758915437352,1758915437.3527548,1758915437.3527548,1758915437.3527548,float,C,25.03269639480984,25.103354600381184,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.03269639480984},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915747355,1758915747.355557,1758915747.355557,1758915747.355557,float,C,21.798593447734884,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.798593447734884},groundtruth.temp-1
observed,temp-1,temp-1-1758915438362,1758915438.3626919,1758915438.3626919,1758915438.3626919,float,C,28.260663145051893,,,,,observed,SimulatedDroppingStream,{'ground_truth': 28.260663145051893},observed.temp-1
reconstructed,temp-1,temp-1-1758915438362,1758915438.3626919,1758915438.3626919,1758915438.3626919,float,C,28.260663145051893,28.037779291808054,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 28.260663145051893},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915748354,1758915748.3540168,1758915748.3540168,1758915748.3540168,float,C,26.49657671960503,,,,,groundtruth,GroundTruthStream,{'ground_truth': 26.49657671960503},groundtruth.temp-1
observed,temp-1,temp-1-1758915439349,1758915439.349703,1758915439.349703,1758915439.349703,float,C,28.738315308953226,,,,,observed,SimulatedDroppingStream,{'ground_truth': 28.738315308953226},observed.temp-1
reconstructed,temp-1,temp-1-1758915439349,1758915439.349703,1758915439.349703,1758915439.349703,float,C,28.738315308953226,29.068301218612437,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 28.738315308953226},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915749355,1758915749.3559637,1758915749.3559637,1758915749.3559637,float,C,21.63473300147422,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.63473300147422},groundtruth.temp-1
observed,temp-1,temp-1-1758915440363,1758915440.3633738,1758915440.3633738,1758915440.3633738,float,C,24.611433189018335,,,,,observed,SimulatedDroppingStream,{'ground_truth': 24.611433189018335},observed.temp-1
reconstructed,temp-1,temp-1-1758915440363,1758915440.3633738,1758915440.3633738,1758915440.3633738,float,C,24.611433189018335,25.44141414718127,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 24.611433189018335},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915751361,1758915751.3611152,1758915751.3611152,1758915751.3611152,float,C,23.850778391170458,,,,,groundtruth,GroundTruthStream,{'ground_truth': 23.850778391170458},groundtruth.temp-1
observed,temp-1,temp-1-1758915441363,1758915441.3636465,1758915441.3636465,1758915441.3636465,float,C,25.108988828025133,,,,,observed,SimulatedDroppingStream,{'ground_truth': 25.108988828025133},observed.temp-1
reconstructed,temp-1,temp-1-1758915441363,1758915441.3636465,1758915441.3636465,1758915441.3636465,float,C,25.108988828025133,24.73628542259088,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 25.108988828025133},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915752364,1758915752.3645582,1758915752.3645582,1758915752.3645582,float,C,29.606419187487656,,,,,groundtruth,GroundTruthStream,{'ground_truth': 29.606419187487656},groundtruth.temp-1
observed,temp-1,temp-1-1758915442347,1758915442.347659,1758915442.3577037,1758915442.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915442347,1758915442.347659,1758915442.3577037,1758915442.347659,float,C,22.51378664690602,22.51378664690602,KalmanFilter,0.5971808726401981,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915754354,1758915754.3547602,1758915754.3547602,1758915754.3547602,float,C,20.584021134236774,,,,,groundtruth,GroundTruthStream,{'ground_truth': 20.584021134236774},groundtruth.temp-1
observed,temp-1,temp-1-1758915443347,1758915443.347659,1758915443.3547711,1758915443.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915443347,1758915443.347659,1758915443.3547711,1758915443.347659,float,C,19.597409424189056,19.597409424189056,KalmanFilter,0.2537425071217943,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915755361,1758915755.3613245,1758915755.3613245,1758915755.3613245,float,C,22.027132011979333,,,,,groundtruth,GroundTruthStream,{'ground_truth': 22.027132011979333},groundtruth.temp-1
observed,temp-1,temp-1-1758915444355,1758915444.3552115,1758915444.3552115,1758915444.3552115,float,C,17.66685788194134,,,,,observed,SimulatedDroppingStream,{'ground_truth': 17.66685788194134},observed.temp-1
reconstructed,temp-1,temp-1-1758915444355,1758915444.3552115,1758915444.3552115,1758915444.3552115,float,C,17.66685788194134,17.648465817675444,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 17.66685788194134},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915756353,1758915756.3531249,1758915756.3531249,1758915756.3531249,float,C,27.980892972655752,,,,,groundtruth,GroundTruthStream,{'ground_truth': 27.980892972655752},groundtruth.temp-1
observed,temp-1,temp-1-1758915445358,1758915445.3589513,1758915445.3589513,1758915445.3589513,float,C,19.987530919669293,,,,,observed,SimulatedDroppingStream,{'ground_truth': 19.987530919669293},observed.temp-1
reconstructed,temp-1,temp-1-1758915445358,1758915445.3589513,1758915445.3589513,1758915445.3589513,float,C,19.987530919669293,19.306747211533843,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 19.987530919669293},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915757359,1758915757.3598225,1758915757.3598225,1758915757.3598225,float,C,21.224675993713262,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.224675993713262},groundtruth.temp-1
observed,temp-1,temp-1-1758915446347,1758915446.347659,1758915446.3642614,1758915446.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915446347,1758915446.347659,1758915446.3642614,1758915446.347659,float,C,20.65762511075855,20.65762511075855,KalmanFilter,0.5671244948308994,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915758356,1758915758.3563747,1758915758.3563747,1758915758.3563747,float,C,29.274248954119436,,,,,groundtruth,GroundTruthStream,{'ground_truth': 29.274248954119436},groundtruth.temp-1
observed,temp-1,temp-1-1758915447360,1758915447.360491,1758915447.360491,1758915447.360491,float,C,21.340434615669448,,,,,observed,SimulatedDroppingStream,{'ground_truth': 21.340434615669448},observed.temp-1
reconstructed,temp-1,temp-1-1758915447360,1758915447.360491,1758915447.360491,1758915447.360491,float,C,21.340434615669448,21.390912846838365,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 21.340434615669448},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915759359,1758915759.3599224,1758915759.3599224,1758915759.3599224,float,C,21.242507829607007,,,,,groundtruth,GroundTruthStream,{'ground_truth': 21.242507829607007},groundtruth.temp-1
observed,temp-1,temp-1-1758915448347,1758915448.347659,1758915448.357132,1758915448.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915448347,1758915448.347659,1758915448.357132,1758915448.347659,float,C,23.70026502864194,23.70026502864194,KalmanFilter,0.596138444072094,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915760361,1758915760.3617353,1758915760.3617353,1758915760.3617353,float,C,18.599322321354606,,,,,groundtruth,GroundTruthStream,{'ground_truth': 18.599322321354606},groundtruth.temp-1
observed,temp-1,temp-1-1758915449354,1758915449.3547854,1758915449.3547854,1758915449.3547854,float,C,27.362202162899777,,,,,observed,SimulatedDroppingStream,{'ground_truth': 27.362202162899777},observed.temp-1
reconstructed,temp-1,temp-1-1758915449354,1758915449.3547854,1758915449.3547854,1758915449.3547854,float,C,27.362202162899777,27.344002591165818,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 27.362202162899777},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915761360,1758915761.3607728,1758915761.3607728,1758915761.3607728,float,C,27.81700960239334,,,,,groundtruth,GroundTruthStream,{'ground_truth': 27.81700960239334},groundtruth.temp-1
observed,temp-1,temp-1-1758915450357,1758915450.357125,1758915450.357125,1758915450.357125,float,C,23.11058046165303,,,,,observed,SimulatedDroppingStream,{'ground_truth': 23.11058046165303},observed.temp-1
reconstructed,temp-1,temp-1-1758915450357,1758915450.357125,1758915450.357125,1758915450.357125,float,C,23.11058046165303,24.18223986922621,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 23.11058046165303},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915762357,1758915762.357833,1758915762.357833,1758915762.357833,float,C,23.149519863945294,,,,,groundtruth,GroundTruthStream,{'ground_truth': 23.149519863945294},groundtruth.temp-1
observed,temp-1,temp-1-1758915451347,1758915451.347659,1758915451.35997,1758915451.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915451347,1758915451.347659,1758915451.35997,1758915451.347659,float,C,22.026150932812577,22.026150932812577,KalmanFilter,0.5829693770281437,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915764351,1758915764.351495,1758915764.351495,1758915764.351495,float,C,16.500679194207105,,,,,groundtruth,GroundTruthStream,{'ground_truth': 16.500679194207105},groundtruth.temp-1
observed,temp-1,temp-1-1758915452348,1758915452.348797,1758915452.348797,1758915452.348797,float,C,16.60017736401296,,,,,observed,SimulatedDroppingStream,{'ground_truth': 16.60017736401296},observed.temp-1
reconstructed,temp-1,temp-1-1758915452348,1758915452.348797,1758915452.348797,1758915452.348797,float,C,16.60017736401296,16.66020151322963,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 16.60017736401296},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915765351,1758915765.3517299,1758915765.3517299,1758915765.3517299,float,C,23.67043186326609,,,,,groundtruth,GroundTruthStream,{'ground_truth': 23.67043186326609},groundtruth.temp-1
observed,temp-1,temp-1-1758915453362,1758915453.3620894,1758915453.3620894,1758915453.3620894,float,C,22.577875029812297,,,,,observed,SimulatedDroppingStream,{'ground_truth': 22.577875029812297},observed.temp-1
reconstructed,temp-1,temp-1-1758915453362,1758915453.3620894,1758915453.3620894,1758915453.3620894,float,C,22.577875029812297,21.027640810064323,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 22.577875029812297},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915766350,1758915766.350994,1758915766.350994,1758915766.350994,float,C,26.192693164540927,,,,,groundtruth,GroundTruthStream,{'ground_truth': 26.192693164540927},groundtruth.temp-1
observed,temp-1,temp-1-1758915454357,1758915454.3578503,1758915454.3578503,1758915454.3578503,float,C,29.242073606098707,,,,,observed,SimulatedDroppingStream,{'ground_truth': 29.242073606098707},observed.temp-1
reconstructed,temp-1,temp-1-1758915454357,1758915454.3578503,1758915454.3578503,1758915454.3578503,float,C,29.242073606098707,28.53612863565225,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 29.242073606098707},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915768360,1758915768.360665,1758915768.360665,1758915768.360665,float,C,22.947453602790908,,,,,groundtruth,GroundTruthStream,{'ground_truth': 22.947453602790908},groundtruth.temp-1
observed,temp-1,temp-1-1758915455353,1758915455.3531628,1758915455.3531628,1758915455.3531628,float,C,26.83296360747518,,,,,observed,SimulatedDroppingStream,{'ground_truth': 26.83296360747518},observed.temp-1
reconstructed,temp-1,temp-1-1758915455353,1758915455.3531628,1758915455.3531628,1758915455.3531628,float,C,26.83296360747518,28.177346758035625,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 26.83296360747518},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915770350,1758915770.3501115,1758915770.3501115,1758915770.3501115,float,C,27.763366727482413,,,,,groundtruth,GroundTruthStream,{'ground_truth': 27.763366727482413},groundtruth.temp-1
observed,temp-1,temp-1-1758915456360,1758915456.3602521,1758915456.3602521,1758915456.3602521,float,C,19.08265910071499,,,,,observed,SimulatedDroppingStream,{'ground_truth': 19.08265910071499},observed.temp-1
reconstructed,temp-1,temp-1-1758915456360,1758915456.3602521,1758915456.3602521,1758915456.3602521,float,C,19.08265910071499,20.6334213966526,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 19.08265910071499},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915772357,1758915772.357682,1758915772.357682,1758915772.357682,float,C,22.27331740357033,,,,,groundtruth,GroundTruthStream,{'ground_truth': 22.27331740357033},groundtruth.temp-1
observed,temp-1,temp-1-1758915457351,1758915457.351528,1758915457.351528,1758915457.351528,float,C,16.709859616195295,,,,,observed,SimulatedDroppingStream,{'ground_truth': 16.709859616195295},observed.temp-1
reconstructed,temp-1,temp-1-1758915457351,1758915457.351528,1758915457.351528,1758915457.351528,float,C,16.709859616195295,16.326982321027863,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 16.709859616195295},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915773350,1758915773.3504333,1758915773.3504333,1758915773.3504333,float,C,25.045614943024695,,,,,groundtruth,GroundTruthStream,{'ground_truth': 25.045614943024695},groundtruth.temp-1
observed,temp-1,temp-1-1758915458364,1758915458.3649445,1758915458.3649445,1758915458.3649445,float,C,15.730813089111571,,,,,observed,SimulatedDroppingStream,{'ground_truth': 15.730813089111571},observed.temp-1
reconstructed,temp-1,temp-1-1758915458364,1758915458.3649445,1758915458.3649445,1758915458.3649445,float,C,15.730813089111571,14.881284937141784,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 15.730813089111571},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915774354,1758915774.3547523,1758915774.3547523,1758915774.3547523,float,C,26.72581572442499,,,,,groundtruth,GroundTruthStream,{'ground_truth': 26.72581572442499},groundtruth.temp-1
observed,temp-1,temp-1-1758915459347,1758915459.347659,1758915459.3530874,1758915459.347659,float,C,,,,,,missing,SimulatedDroppingStream,{},observed.temp-1
reconstructed,temp-1,temp-1-1758915459347,1758915459.347659,1758915459.3530874,1758915459.347659,float,C,11.207869334851333,11.207869334851333,KalmanFilter,0.5973135611141998,True,reconstructed,SimulatedDroppingStream,{},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915775359,1758915775.3597143,1758915775.3597143,1758915775.3597143,float,C,16.990918604585158,,,,,groundtruth,GroundTruthStream,{'ground_truth': 16.990918604585158},groundtruth.temp-1
observed,temp-1,temp-1-1758915460354,1758915460.3540518,1758915460.3540518,1758915460.3540518,float,C,28.377645967795665,,,,,observed,SimulatedDroppingStream,{'ground_truth': 28.377645967795665},observed.temp-1
reconstructed,temp-1,temp-1-1758915460354,1758915460.3540518,1758915460.3540518,1758915460.3540518,float,C,28.377645967795665,27.680165415784185,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 28.377645967795665},reconstructed.temp-1
groundtruth,temp-1,temp-1-1758915776348,1758915776.3485217,1758915776.3485217,1758915776.3485217,float,C,17.847503887789017,,,,,groundtruth,GroundTruthStream,{'ground_truth': 17.847503887789017},groundtruth.temp-1
observed,temp-1,temp-1-1758915461354,1758915461.3547628,1758915461.3547628,1758915461.3547628,float,C,16.97461283273493,,,,,observed,SimulatedDroppingStream,{'ground_truth': 16.97461283273493},observed.temp-1
reconstructed,temp-1,temp-1-1758915461354,1758915461.3547628,1758915461.3547628,1758915461.3547628,float,C,16.97461283273493,19.67377947776411,observed,1.0,False,observed,SimulatedDroppingStream,{'ground_truth': 16.97461283273493},reconstructed.temp-1
